read,read,read-3--4-,read Method,"read-3-char-7--8-,int,int-4-",Method read
Method readLine,Method readLine,readLine-3--4-,readLine Method,read Line
reset,reset,Method reset,reset-3--4-,reset Method
Method setLineNumber,Method setLineNumber,setLineNumber-3--4-,setLineNumber Method,setLineNumber-3-int-4-,set Line Number
skip-3-long-4-,skip-3-long-4-,skip,skip-3--4-,Method skip,skip Method
Object Input Stream,Object Input Stream,Class java io ObjectInputStream,ObjectInputStream,Class ObjectInputStream,ObjectInputStream Class,java io ObjectInputStream Class,Class java-1-io-1-ObjectInputStream,java io ObjectInputStream
ObjectInputStream GetField,ObjectInputStream GetField,ObjectInputStream GetField nested class,GetField,nested class GetField,nested class ObjectInputStream GetField,Get Field,nested class ObjectInputStream-1-GetField,GetField nested class
available,available,available-3--4-,available Method,Method available
close,close,close-3--4-,close Method,Method close
default Read Object,default Read Object,defaultReadObject-3--4-,Method defaultReadObject,defaultReadObject Method
enableResolveObject-3-boolean-4-,enableResolveObject-3-boolean-4-,enable Resolve Object,enableResolveObject Method,enableResolveObject-3--4-,Method enableResolveObject
read,read,read-3--4-,read Method,Method read
read,read,read-3--4-,read Method,Method read,"read-3-byte-7--8-,int,int-4-"
readBoolean Method,readBoolean Method,read Boolean,Method readBoolean,readBoolean-3--4-
Method readByte,Method readByte,readByte-3--4-,readByte Method,read Byte
read Char,read Char,Method readChar,readChar-3--4-,readChar Method
readClassDescriptor Method,readClassDescriptor Method,read Class Descriptor,readClassDescriptor-3--4-,Method readClassDescriptor
read Double,read Double,readDouble Method,readDouble-3--4-,Method readDouble
read Fields,read Fields,Method readFields,readFields-3--4-,readFields Method
read Float,read Float,Method readFloat,readFloat-3--4-,readFloat Method
readFully-3-byte-7--8--4-,readFully-3-byte-7--8--4-,read Fully,Method readFully,readFully-3--4-,readFully Method
read Fully,read Fully,Method readFully,readFully-3--4-,"readFully-3-byte-7--8-,int,int-4-",readFully Method
readInt-3--4-,readInt-3--4-,readInt Method,Method readInt,read Int
Method readLine,Method readLine,readLine-3--4-,readLine Method,read Line
Method readLong,Method readLong,readLong-3--4-,readLong Method,read Long
read Object,read Object,readObject-3--4-,Method readObject,readObject Method
readObjectOverride Method,readObjectOverride Method,readObjectOverride-3--4-,Method readObjectOverride,read Object Override
read Short,read Short,readShort-3--4-,Method readShort,readShort Method
readStreamHeader-3--4-,readStreamHeader-3--4-,read Stream Header,Method readStreamHeader,readStreamHeader Method
Method readUnshared,Method readUnshared,readUnshared-3--4-,readUnshared Method,read Unshared
readUnsignedByte-3--4-,readUnsignedByte-3--4-,Method readUnsignedByte,read Unsigned Byte,readUnsignedByte Method
read Unsigned Short,read Unsigned Short,readUnsignedShort-3--4-,readUnsignedShort Method,Method readUnsignedShort
readUTF Method,readUTF Method,read UTF,readUTF-3--4-,Method readUTF
"registerValidation-3-ObjectInputValidation,int-4-","registerValidation-3-ObjectInputValidation,int-4-",registerValidation-3--4-,"registerValidation-3-java-1-io-1-ObjectInputValidation,int-4-",registerValidation Method,register Validation,Method registerValidation
resolveClass-3--4-,resolveClass-3--4-,resolveClass-3-ObjectStreamClass-4-,resolveClass-3-java-1-io-1-ObjectStreamClass-4-,resolveClass Method,resolve Class,Method resolveClass
resolveObject Method,resolveObject Method,resolveObject-3-Object-4-,resolveObject-3--4-,resolveObject-3-java-1-lang-1-Object-4-,Method resolveObject,resolve Object
resolve Proxy Class,resolve Proxy Class,resolveProxyClass-3-String-7--8--4-,resolveProxyClass-3--4-,resolveProxyClass Method,Method resolveProxyClass
skipBytes-3-int-4-,skipBytes-3-int-4-,Method skipBytes,skipBytes-3--4-,skip Bytes,skipBytes Method
Class java-1-io-1-ObjectInputStream-1-GetField,Class java-1-io-1-ObjectInputStream-1-GetField,Class GetField,GetField,Class java io ObjectInputStream GetField,Get Field,GetField Class,java io ObjectInputStream GetField Class,java io ObjectInputStream GetField
defaulted Method,defaulted Method,defaulted-3-String-4-,defaulted,defaulted-3--4-,Method defaulted,defaulted-3-java-1-lang-1-String-4-
get-3--4-,get-3--4-,get,"get-3-String,boolean-4-",get Method,"get-3-java-1-lang-1-String,boolean-4-",Method get
get-3--4-,get-3--4-,get,"get-3-java-1-lang-1-String,byte-4-",get Method,"get-3-String,byte-4-",Method get
get-3--4-,get-3--4-,get,"get-3-java-1-lang-1-String,char-4-","get-3-String,char-4-",get Method,Method get
get-3--4-,get-3--4-,get,"get-3-java-1-lang-1-String,short-4-",get Method,"get-3-String,short-4-",Method get
get-3--4-,get-3--4-,get,"get-3-String,int-4-","get-3-java-1-lang-1-String,int-4-",get Method,Method get
get-3--4-,get-3--4-,"get-3-String,long-4-","get-3-java-1-lang-1-String,long-4-",get,get Method,Method get
get-3--4-,get-3--4-,Method get,get,"get-3-java-1-lang-1-String,float-4-",get Method,"get-3-String,float-4-"
get-3--4-,get-3--4-,Method get,"get-3-java-1-lang-1-String,double-4-",get,"get-3-String,double-4-",get Method
get-3--4-,get-3--4-,Method get,get,"get-3-String,Object-4-",get Method,"get-3-java-1-lang-1-String,java-1-lang-1-Object-4-"
get Object Stream Class,get Object Stream Class,getObjectStreamClass Method,getObjectStreamClass-3--4-,Method getObjectStreamClass
Class java-1-io-1-ObjectOutputStream,Class java-1-io-1-ObjectOutputStream,ObjectOutputStream,Class ObjectOutputStream,Object Output Stream,ObjectOutputStream Class,Class java io ObjectOutputStream,java io ObjectOutputStream,java io ObjectOutputStream Class
PutField,PutField,Put Field,nested class PutField,nested class ObjectOutputStream-1-PutField,ObjectOutputStream PutField nested class,nested class ObjectOutputStream PutField,ObjectOutputStream PutField,PutField nested class
annotateClass-3-Class-5-?-6--4-,annotateClass-3-Class-5-?-6--4-,Method annotateClass,annotateClass-3--4-,annotate Class,annotateClass Method
annotateProxyClass-3-Class-5-?-6--4-,annotateProxyClass-3-Class-5-?-6--4-,annotate Proxy Class,annotateProxyClass Method,Method annotateProxyClass,annotateProxyClass-3--4-
close,close,close-3--4-,close Method,Method close
Method defaultWriteObject,Method defaultWriteObject,default Write Object,defaultWriteObject-3--4-,defaultWriteObject Method
drain-3--4-,drain-3--4-,drain,Method drain,drain Method
enableReplaceObject-3-boolean-4-,enableReplaceObject-3-boolean-4-,Method enableReplaceObject,enableReplaceObject Method,enableReplaceObject-3--4-,enable Replace Object
Method flush,Method flush,flush Method,flush-3--4-,flush
putFields-3--4-,putFields-3--4-,putFields Method,put Fields,Method putFields
Method replaceObject,Method replaceObject,replaceObject-3--4-,replace Object,replaceObject Method,replaceObject-3-Object-4-,replaceObject-3-java-1-lang-1-Object-4-
reset,reset,Method reset,reset-3--4-,reset Method
useProtocolVersion-3-int-4-,useProtocolVersion-3-int-4-,Method useProtocolVersion,use Protocol Version,useProtocolVersion-3--4-,useProtocolVersion Method
write,write,write-3--4-,write Method,write-3-int-4-,Method write
write,write,write-3--4-,write Method,Method write,write-3-byte-7--8--4-
write,write,write-3--4-,write Method,Method write,"write-3-byte-7--8-,int,int-4-"
write Boolean,write Boolean,Method writeBoolean,writeBoolean-3--4-,writeBoolean-3-boolean-4-,writeBoolean Method
writeByte Method,writeByte Method,writeByte-3-int-4-,Method writeByte,writeByte-3--4-,write Byte
writeBytes-3--4-,writeBytes-3--4-,writeBytes-3-String-4-,Method writeBytes,writeBytes Method,writeBytes-3-java-1-lang-1-String-4-,write Bytes
writeChar Method,writeChar Method,writeChar-3-int-4-,write Char,Method writeChar,writeChar-3--4-
writeChars-3-String-4-,writeChars-3-String-4-,Method writeChars,writeChars-3-java-1-lang-1-String-4-,writeChars-3--4-,write Chars,writeChars Method
Method writeClassDescriptor,Method writeClassDescriptor,writeClassDescriptor-3--4-,write Class Descriptor,writeClassDescriptor-3-ObjectStreamClass-4-,writeClassDescriptor Method,writeClassDescriptor-3-java-1-io-1-ObjectStreamClass-4-
writeDouble-3-double-4-,writeDouble-3-double-4-,writeDouble Method,Method writeDouble,write Double,writeDouble-3--4-
write Fields,write Fields,Method writeFields,writeFields-3--4-,writeFields Method
writeFloat-3-float-4-,writeFloat-3-float-4-,writeFloat-3--4-,write Float,Method writeFloat,writeFloat Method
Method writeInt,Method writeInt,write Int,writeInt Method,writeInt-3-int-4-,writeInt-3--4-
Method writeLong,Method writeLong,writeLong-3--4-,writeLong-3-long-4-,write Long,writeLong Method
writeObject-3-java-1-lang-1-Object-4-,writeObject-3-java-1-lang-1-Object-4-,writeObject-3--4-,writeObject Method,writeObject-3-Object-4-,Method writeObject,write Object
writeObjectOverride-3-Object-4-,writeObjectOverride-3-Object-4-,writeObjectOverride-3-java-1-lang-1-Object-4-,writeObjectOverride-3--4-,writeObjectOverride Method,Method writeObjectOverride,write Object Override
writeShort-3--4-,writeShort-3--4-,Method writeShort,writeShort-3-int-4-,write Short,writeShort Method
writeStreamHeader-3--4-,writeStreamHeader-3--4-,write Stream Header,Method writeStreamHeader,writeStreamHeader Method
writeUnshared-3-Object-4-,writeUnshared-3-Object-4-,write Unshared,Method writeUnshared,writeUnshared-3--4-,writeUnshared-3-java-1-lang-1-Object-4-,writeUnshared Method
writeUTF-3--4-,writeUTF-3--4-,write UTF,Method writeUTF,writeUTF-3-String-4-,writeUTF-3-java-1-lang-1-String-4-,writeUTF Method
PutField,PutField,Put Field,PutField Class,java io ObjectOutputStream PutField,java io ObjectOutputStream PutField Class,Class java-1-io-1-ObjectOutputStream-1-PutField,Class java io ObjectOutputStream PutField,Class PutField
put-3--4-,put-3--4-,Method put,put Method,"put-3-String,boolean-4-",put,"put-3-java-1-lang-1-String,boolean-4-"
put-3--4-,put-3--4-,Method put,put Method,"put-3-String,byte-4-",put,"put-3-java-1-lang-1-String,byte-4-"
put-3--4-,put-3--4-,Method put,put Method,"put-3-String,char-4-",put,"put-3-java-1-lang-1-String,char-4-"
"put-3-java-1-lang-1-String,short-4-","put-3-java-1-lang-1-String,short-4-",put-3--4-,"put-3-String,short-4-",Method put,put Method,put
"put-3-java-1-lang-1-String,int-4-","put-3-java-1-lang-1-String,int-4-",Method put,put-3--4-,put Method,"put-3-String,int-4-",put
"put-3-java-1-lang-1-String,long-4-","put-3-java-1-lang-1-String,long-4-",put-3--4-,"put-3-String,long-4-",Method put,put Method,put
"put-3-String,float-4-","put-3-String,float-4-",put-3--4-,Method put,put Method,"put-3-java-1-lang-1-String,float-4-",put
put-3--4-,put-3--4-,Method put,put Method,"put-3-String,double-4-",put,"put-3-java-1-lang-1-String,double-4-"
put-3--4-,put-3--4-,Method put,put Method,"put-3-String,Object-4-",put,"put-3-java-1-lang-1-String,java-1-lang-1-Object-4-"
write-3-java-1-io-1-ObjectOutput-4-,write-3-java-1-io-1-ObjectOutput-4-,write-3--4-,Method write,write,write-3-ObjectOutput-4-,write Method
ObjectStreamClass,ObjectStreamClass,Class java-1-io-1-ObjectStreamClass,java io ObjectStreamClass Class,ObjectStreamClass Class,java io ObjectStreamClass,Object Stream Class,Class java io ObjectStreamClass,Class ObjectStreamClass
constant  NO-2-FIELDS,constant  NO-2-FIELDS,Field NO-2-FIELDS,NO FIELDS
forClass-3--4-,forClass-3--4-,forClass Method,for Class,Method forClass
Method getField,Method getField,get Field,getField Method,getField-3-String-4-,getField-3-java-1-lang-1-String-4-,getField-3--4-
get Fields,get Fields,Method getFields,getFields Method,getFields-3--4-
Method getName,Method getName,get Name,getName Method,getName-3--4-
getSerialVersionUID Method,getSerialVersionUID Method,get Serial Version UID,getSerialVersionUID-3--4-,Method getSerialVersionUID
lookup Method,lookup Method,Method lookup,lookup-3--4-,lookup,lookup-3-Class-5-?-6--4-
lookupAny-3--4-,lookupAny-3--4-,lookupAny Method,lookupAny-3-Class-5-?-6--4-,lookup Any,Method lookupAny
toString Method,toString Method,Method toString,to String,toString-3--4-
Class java io ObjectStreamField,Class java io ObjectStreamField,java io ObjectStreamField Class,java io ObjectStreamField,Class java-1-io-1-ObjectStreamField,ObjectStreamField Class,ObjectStreamField,Object Stream Field,Class ObjectStreamField
compareTo Method,compareTo Method,compareTo-3-java-1-lang-1-Object-4-,compare To,compareTo-3-Object-4-,compareTo-3--4-,Method compareTo
Method getName,Method getName,get Name,getName Method,getName-3--4-
getOffset Method,getOffset Method,getOffset-3--4-,Method getOffset,get Offset
getType-3--4-,getType-3--4-,Method getType,get Type,getType Method
getTypeCode Method,getTypeCode Method,get Type Code,Method getTypeCode,getTypeCode-3--4-
get Type String,get Type String,getTypeString-3--4-,Method getTypeString,getTypeString Method
isPrimitive-3--4-,isPrimitive-3--4-,isPrimitive Method,Method isPrimitive,is Primitive
isUnshared Method,isUnshared Method,isUnshared-3--4-,is Unshared,Method isUnshared
Method setOffset,Method setOffset,set Offset,setOffset Method,setOffset-3-int-4-,setOffset-3--4-
toString Method,toString Method,Method toString,to String,toString-3--4-
Output Stream,Output Stream,OutputStream,Class OutputStream,Class java-1-io-1-OutputStream,java io OutputStream Class,java io OutputStream,OutputStream Class,Class java io OutputStream
close,close,close-3--4-,close Method,Method close
Method flush,Method flush,flush Method,flush-3--4-,flush
write,write,write-3--4-,write Method,write-3-int-4-,Method write
write,write,write-3--4-,write Method,Method write,write-3-byte-7--8--4-
write,write,write-3--4-,write Method,Method write,"write-3-byte-7--8-,int,int-4-"
OutputStreamWriter,OutputStreamWriter,Output Stream Writer,Class java-1-io-1-OutputStreamWriter,java io OutputStreamWriter,Class java io OutputStreamWriter,Class OutputStreamWriter,OutputStreamWriter Class,java io OutputStreamWriter Class
Method getEncoding,Method getEncoding,getEncoding-3--4-,getEncoding Method,get Encoding
java io PipedInputStream,java io PipedInputStream,PipedInputStream Class,PipedInputStream,Class java io PipedInputStream,Class PipedInputStream,Class java-1-io-1-PipedInputStream,Piped Input Stream,java io PipedInputStream Class
buffer,buffer,constant  buffer,Field buffer
Field in,Field in,constant  in,in
Field out,Field out,constant  out,out
Field PIPE-2-SIZE,Field PIPE-2-SIZE,PIPE SIZE,constant  PIPE-2-SIZE
available,available,available-3--4-,available Method,Method available
close,close,close-3--4-,close Method,Method close
connect-3-PipedOutputStream-4-,connect-3-PipedOutputStream-4-,connect Method,connect-3-java-1-io-1-PipedOutputStream-4-,Method connect,connect,connect-3--4-
read,read,read-3--4-,read Method,Method read
read,read,read-3--4-,read Method,Method read,"read-3-byte-7--8-,int,int-4-"
receive,receive,receive Method,receive-3-int-4-,Method receive,receive-3--4-
PipedOutputStream,PipedOutputStream,Class java io PipedOutputStream,java io PipedOutputStream Class,java io PipedOutputStream,Piped Output Stream,Class java-1-io-1-PipedOutputStream,Class PipedOutputStream,PipedOutputStream Class
close,close,close-3--4-,close Method,Method close
connect Method,connect Method,connect-3-java-1-io-1-PipedInputStream-4-,Method connect,connect,connect-3--4-,connect-3-PipedInputStream-4-
Method flush,Method flush,flush Method,flush-3--4-,flush
write,write,write-3--4-,write Method,write-3-int-4-,Method write
write,write,write-3--4-,write Method,Method write,"write-3-byte-7--8-,int,int-4-"
Class PipedReader,Class PipedReader,PipedReader,java io PipedReader Class,java io PipedReader,Class java-1-io-1-PipedReader,Piped Reader,PipedReader Class,Class java io PipedReader
close,close,close-3--4-,close Method,Method close
connect Method,connect Method,connect-3-PipedWriter-4-,Method connect,connect-3-java-1-io-1-PipedWriter-4-,connect,connect-3--4-
read,read,read-3--4-,read Method,Method read
read,read,read-3--4-,read Method,"read-3-char-7--8-,int,int-4-",Method read
ready,ready,Method ready,ready-3--4-,ready Method
Class java-1-io-1-PipedWriter,Class java-1-io-1-PipedWriter,Class java io PipedWriter,java io PipedWriter,Piped Writer,PipedWriter Class,java io PipedWriter Class,Class PipedWriter,PipedWriter
close,close,close-3--4-,close Method,Method close
connect Method,connect Method,connect-3-PipedReader-4-,Method connect,connect-3-java-1-io-1-PipedReader-4-,connect,connect-3--4-
Method flush,Method flush,flush Method,flush-3--4-,flush
write,write,write-3--4-,write Method,write-3-int-4-,Method write
write,write,write-3--4-,write Method,"write-3-char-7--8-,int,int-4-",Method write
Class PrintStream,Class PrintStream,PrintStream,java io PrintStream Class,Class java io PrintStream,PrintStream Class,Class java-1-io-1-PrintStream,java io PrintStream,Print Stream
append-3--4-,append-3--4-,append-3-CharSequence-4-,append,append Method,Method append,append-3-java-1-lang-1-CharSequence-4-
"append-3-CharSequence,int,int-4-","append-3-CharSequence,int,int-4-",append-3--4-,"append-3-java-1-lang-1-CharSequence,int,int-4-",append,Method append,append Method
append-3--4-,append-3--4-,Method append,append Method,append,append-3-char-4-
check Error,check Error,Method checkError,checkError Method,checkError-3--4-
clearError Method,clearError Method,clearError-3--4-,clear Error,Method clearError
close,close,close-3--4-,close Method,Method close
Method flush,Method flush,flush Method,flush-3--4-,flush
format-3--4-,format-3--4-,format,"format-3-java-1-lang-1-String,Object-1--1--1--4-",format Method,"format-3-String,Object-1--1--1--4-",Method format
"format-3-java-1-util-1-Locale,java-1-lang-1-String,Object-1--1--1--4-","format-3-java-1-util-1-Locale,java-1-lang-1-String,Object-1--1--1--4-",format-3--4-,format,format Method,"format-3-Locale,String,Object-1--1--1--4-",Method format
print,print,print-3-boolean-4-,Method print,print-3--4-,print Method
print,print,Method print,print-3--4-,print Method,print-3-char-4-
print,print,Method print,print-3--4-,print Method,print-3-int-4-
print,print,print-3-long-4-,Method print,print-3--4-,print Method
print,print,print-3-float-4-,Method print,print-3--4-,print Method
print,print,print-3-double-4-,Method print,print-3--4-,print Method
print,print,print-3-char-7--8--4-,Method print,print-3--4-,print Method
Method print,Method print,print Method,print-3--4-,print-3-String-4-,print,print-3-java-1-lang-1-String-4-
print-3-Object-4-,print-3-Object-4-,print Method,Method print,print-3-java-1-lang-1-Object-4-,print-3--4-,print
"printf-3-String,Object-1--1--1--4-","printf-3-String,Object-1--1--1--4-",printf,printf-3--4-,printf Method,"printf-3-java-1-lang-1-String,Object-1--1--1--4-",Method printf
"printf-3-Locale,String,Object-1--1--1--4-","printf-3-Locale,String,Object-1--1--1--4-",printf,"printf-3-java-1-util-1-Locale,java-1-lang-1-String,Object-1--1--1--4-",printf-3--4-,printf Method,Method printf
println,println,Method println,println Method,println-3--4-
println,println,println-3-boolean-4-,Method println,println Method,println-3--4-
println,println,Method println,println-3-char-4-,println Method,println-3--4-
println,println,Method println,println Method,println-3-int-4-,println-3--4-
println,println,Method println,println Method,println-3-long-4-,println-3--4-
println,println,println-3-float-4-,Method println,println Method,println-3--4-
println,println,println-3-double-4-,Method println,println Method,println-3--4-
println,println,Method println,println Method,println-3-char-7--8--4-,println-3--4-
println-3-java-1-lang-1-String-4-,println-3-java-1-lang-1-String-4-,println-3-String-4-,println Method,println,Method println,println-3--4-
println-3-Object-4-,println-3-Object-4-,println-3-java-1-lang-1-Object-4-,println Method,println,Method println,println-3--4-
Method setError,Method setError,setError-3--4-,setError Method,set Error
write,write,write-3--4-,write Method,write-3-int-4-,Method write
write,write,write-3--4-,write Method,Method write,"write-3-byte-7--8-,int,int-4-"
PrintWriter Class,PrintWriter Class,Print Writer,PrintWriter,Class PrintWriter,java io PrintWriter,Class java io PrintWriter,java io PrintWriter Class,Class java-1-io-1-PrintWriter
Field out,Field out,constant  out,out
append-3--4-,append-3--4-,append-3-CharSequence-4-,append,append Method,Method append,append-3-java-1-lang-1-CharSequence-4-
"append-3-CharSequence,int,int-4-","append-3-CharSequence,int,int-4-",append-3--4-,"append-3-java-1-lang-1-CharSequence,int,int-4-",append,Method append,append Method
append-3--4-,append-3--4-,Method append,append Method,append,append-3-char-4-
check Error,check Error,Method checkError,checkError Method,checkError-3--4-
clearError Method,clearError Method,clearError-3--4-,clear Error,Method clearError
close,close,close-3--4-,close Method,Method close
Method flush,Method flush,flush Method,flush-3--4-,flush
format-3--4-,format-3--4-,format,"format-3-java-1-lang-1-String,Object-1--1--1--4-",format Method,"format-3-String,Object-1--1--1--4-",Method format
"format-3-java-1-util-1-Locale,java-1-lang-1-String,Object-1--1--1--4-","format-3-java-1-util-1-Locale,java-1-lang-1-String,Object-1--1--1--4-",format-3--4-,format,format Method,"format-3-Locale,String,Object-1--1--1--4-",Method format
"printf-3-String,Object-1--1--1--4-","printf-3-String,Object-1--1--1--4-",printf,printf-3--4-,printf Method,"printf-3-java-1-lang-1-String,Object-1--1--1--4-",Method printf
"printf-3-Locale,String,Object-1--1--1--4-","printf-3-Locale,String,Object-1--1--1--4-",printf,"printf-3-java-1-util-1-Locale,java-1-lang-1-String,Object-1--1--1--4-",printf-3--4-,printf Method,Method printf
println,println,println-3-boolean-4-,Method println,println Method,println-3--4-
println,println,Method println,println-3-char-4-,println Method,println-3--4-
println,println,Method println,println Method,println-3-int-4-,println-3--4-
println,println,Method println,println Method,println-3-long-4-,println-3--4-
println,println,println-3-float-4-,Method println,println Method,println-3--4-
println,println,println-3-double-4-,Method println,println Method,println-3--4-
println,println,Method println,println Method,println-3-char-7--8--4-,println-3--4-
println-3-java-1-lang-1-String-4-,println-3-java-1-lang-1-String-4-,println-3-String-4-,println Method,println,Method println,println-3--4-
println-3-Object-4-,println-3-Object-4-,println-3-java-1-lang-1-Object-4-,println Method,println,Method println,println-3--4-
Method setError,Method setError,setError-3--4-,setError Method,set Error
write,write,write-3--4-,write Method,write-3-int-4-,Method write
write,write,write-3--4-,write Method,"write-3-char-7--8-,int,int-4-",Method write
write,write,write-3-char-7--8--4-,write-3--4-,write Method,Method write
write-3--4-,write-3--4-,Method write,write,"write-3-java-1-lang-1-String,int,int-4-",write Method,"write-3-String,int,int-4-"
write-3-java-1-lang-1-String-4-,write-3-java-1-lang-1-String-4-,write-3--4-,Method write,write,write Method,write-3-String-4-
java io PushbackInputStream,java io PushbackInputStream,PushbackInputStream Class,PushbackInputStream,Class java-1-io-1-PushbackInputStream,Pushback Input Stream,Class java io PushbackInputStream,java io PushbackInputStream Class,Class PushbackInputStream
Field buf,Field buf,buf,constant  buf
Field pos,Field pos,pos,constant  pos
available,available,available-3--4-,available Method,Method available
close,close,close-3--4-,close Method,Method close
Method mark,Method mark,mark-3-int-4-,mark-3--4-,mark Method,mark
Method markSupported,Method markSupported,markSupported-3--4-,mark Supported,markSupported Method
read,read,read-3--4-,read Method,Method read
read,read,read-3--4-,read Method,Method read,"read-3-byte-7--8-,int,int-4-"
reset,reset,Method reset,reset-3--4-,reset Method
skip-3-long-4-,skip-3-long-4-,skip,skip-3--4-,Method skip,skip Method
unread-3-int-4-,unread-3-int-4-,unread,unread-3--4-,Method unread,unread Method
"unread-3-byte-7--8-,int,int-4-","unread-3-byte-7--8-,int,int-4-",unread,unread-3--4-,Method unread,unread Method
unread-3-byte-7--8--4-,unread-3-byte-7--8--4-,unread,unread-3--4-,Method unread,unread Method
java io PushbackReader Class,java io PushbackReader Class,Pushback Reader,Class java-1-io-1-PushbackReader,java io PushbackReader,Class PushbackReader,Class java io PushbackReader,PushbackReader Class,PushbackReader
close,close,close-3--4-,close Method,Method close
Method mark,Method mark,mark-3-int-4-,mark-3--4-,mark Method,mark
Method markSupported,Method markSupported,markSupported-3--4-,mark Supported,markSupported Method
read,read,read-3--4-,read Method,Method read
read,read,read-3--4-,read Method,"read-3-char-7--8-,int,int-4-",Method read
ready,ready,Method ready,ready-3--4-,ready Method
reset,reset,Method reset,reset-3--4-,reset Method
skip-3-long-4-,skip-3-long-4-,skip,skip-3--4-,Method skip,skip Method
unread-3-int-4-,unread-3-int-4-,unread,unread-3--4-,Method unread,unread Method
unread,unread,unread-3--4-,Method unread,"unread-3-char-7--8-,int,int-4-",unread Method
unread-3-char-7--8--4-,unread-3-char-7--8--4-,unread,unread-3--4-,Method unread,unread Method
Class java-1-io-1-RandomAccessFile,Class java-1-io-1-RandomAccessFile,RandomAccessFile Class,Class java io RandomAccessFile,Class RandomAccessFile,RandomAccessFile,java io RandomAccessFile,java io RandomAccessFile Class,Random Access File
close,close,close-3--4-,close Method,Method close
getChannel-3--4-,getChannel-3--4-,getChannel Method,Method getChannel,get Channel
getFD-3--4-,getFD-3--4-,Method getFD,get FD,getFD Method
getFilePointer-3--4-,getFilePointer-3--4-,getFilePointer Method,Method getFilePointer,get File Pointer
length,length,Method length,length Method,length-3--4-
read,read,read-3--4-,read Method,Method read
read,read,read-3--4-,read Method,Method read,"read-3-byte-7--8-,int,int-4-"
read,read,read-3--4-,read Method,read-3-byte-7--8--4-,Method read
readBoolean Method,readBoolean Method,read Boolean,Method readBoolean,readBoolean-3--4-
Method readByte,Method readByte,readByte-3--4-,readByte Method,read Byte
read Char,read Char,Method readChar,readChar-3--4-,readChar Method
read Double,read Double,readDouble Method,readDouble-3--4-,Method readDouble
read Float,read Float,Method readFloat,readFloat-3--4-,readFloat Method
readFully-3-byte-7--8--4-,readFully-3-byte-7--8--4-,read Fully,Method readFully,readFully-3--4-,readFully Method
read Fully,read Fully,Method readFully,readFully-3--4-,"readFully-3-byte-7--8-,int,int-4-",readFully Method
readInt-3--4-,readInt-3--4-,readInt Method,Method readInt,read Int
Method readLine,Method readLine,readLine-3--4-,readLine Method,read Line
Method readLong,Method readLong,readLong-3--4-,readLong Method,read Long
read Short,read Short,readShort-3--4-,Method readShort,readShort Method
readUnsignedByte-3--4-,readUnsignedByte-3--4-,Method readUnsignedByte,read Unsigned Byte,readUnsignedByte Method
read Unsigned Short,read Unsigned Short,readUnsignedShort-3--4-,readUnsignedShort Method,Method readUnsignedShort
readUTF Method,readUTF Method,read UTF,readUTF-3--4-,Method readUTF
seek Method,seek Method,seek,seek-3-long-4-,Method seek,seek-3--4-
Method setLength,Method setLength,setLength-3-long-4-,setLength-3--4-,set Length,setLength Method
skipBytes-3-int-4-,skipBytes-3-int-4-,Method skipBytes,skipBytes-3--4-,skip Bytes,skipBytes Method
write,write,write-3--4-,write Method,write-3-int-4-,Method write
write,write,write-3--4-,write Method,Method write,write-3-byte-7--8--4-
write,write,write-3--4-,write Method,Method write,"write-3-byte-7--8-,int,int-4-"
write Boolean,write Boolean,Method writeBoolean,writeBoolean-3--4-,writeBoolean-3-boolean-4-,writeBoolean Method
writeByte Method,writeByte Method,writeByte-3-int-4-,Method writeByte,writeByte-3--4-,write Byte
writeBytes-3--4-,writeBytes-3--4-,writeBytes-3-String-4-,Method writeBytes,writeBytes Method,writeBytes-3-java-1-lang-1-String-4-,write Bytes
writeChar Method,writeChar Method,writeChar-3-int-4-,write Char,Method writeChar,writeChar-3--4-
writeChars-3-String-4-,writeChars-3-String-4-,Method writeChars,writeChars-3-java-1-lang-1-String-4-,writeChars-3--4-,write Chars,writeChars Method
writeDouble-3-double-4-,writeDouble-3-double-4-,writeDouble Method,Method writeDouble,write Double,writeDouble-3--4-
writeFloat-3-float-4-,writeFloat-3-float-4-,writeFloat-3--4-,write Float,Method writeFloat,writeFloat Method
Method writeInt,Method writeInt,write Int,writeInt Method,writeInt-3-int-4-,writeInt-3--4-
Method writeLong,Method writeLong,writeLong-3--4-,writeLong-3-long-4-,write Long,writeLong Method
writeShort-3--4-,writeShort-3--4-,Method writeShort,writeShort-3-int-4-,write Short,writeShort Method
writeUTF-3--4-,writeUTF-3--4-,write UTF,Method writeUTF,writeUTF-3-String-4-,writeUTF-3-java-1-lang-1-String-4-,writeUTF Method
Reader,Reader,Class java-1-io-1-Reader,java io Reader,Reader Class,Class Reader,Class java io Reader,java io Reader Class
lock,lock,Field lock,constant  lock
close,close,close-3--4-,close Method,Method close
Method mark,Method mark,mark-3-int-4-,mark-3--4-,mark Method,mark
Method markSupported,Method markSupported,markSupported-3--4-,mark Supported,markSupported Method
read-3-CharBuffer-4-,read-3-CharBuffer-4-,read,read Method,read-3--4-,read-3-java-1-nio-1-CharBuffer-4-,Method read
read,read,read-3--4-,read Method,Method read
read,read,read-3-char-7--8--4-,read-3--4-,read Method,Method read
read,read,read-3--4-,read Method,"read-3-char-7--8-,int,int-4-",Method read
reset,reset,Method reset,reset-3--4-,reset Method
